_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
261010,4.0,7.0,75.0,4.0,3.0,4.0,11/05/2020,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154276.0,80.0,4.0,35  DUNCANWOODS DR ,4.0,4.0,7,5.0,1969.0,2017.0
261011,4.0,6.0,42.0,4.0,4.0,4.0,11/06/2019,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154284.0,80.0,4.0,35  GULLIVER RD ,4.0,4.0,5,4.0,1967.0,2017.0
261012,4.0,5.0,43.0,4.0,3.0,4.0,11/06/2019,4.0,4.0,4.0,4.0,,5.0,3.0,3.0,3.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154285.0,74.0,5.0,45  GULLIVER RD ,3.0,4.0,5,4.0,1965.0,2017.0
261013,5.0,6.0,71.0,5.0,4.0,5.0,11/06/2019,5.0,5.0,4.0,5.0,,5.0,4.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154292.0,89.0,5.0,2100  KEELE ST ,4.0,3.0,5,5.0,1961.0,2017.0
261014,4.0,6.0,53.0,4.0,3.0,4.0,11/06/2019,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154294.0,74.0,4.0,26  GULLIVER RD ,4.0,3.0,5,4.0,1963.0,2017.0
261015,,3.0,11.0,,4.0,4.0,11/06/2019,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154303.0,81.0,5.0,16  ARROWSMITH AVE ,4.0,,5,4.0,1953.0,2018.0
261016,,3.0,11.0,,3.0,3.0,10/20/2020,3.0,4.0,3.0,3.0,,5.0,3.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155147.0,66.0,4.0,141  WOODWARD AVE ,3.0,3.0,5,4.0,1954.0,2020.0
261017,,3.0,13.0,,3.0,3.0,11/18/2020,4.0,3.0,4.0,3.0,,5.0,3.0,3.0,4.0,2.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152582.0,68.0,4.0,4  FOLCROFT AVE ,3.0,2.0,20,4.0,1960.0,2017.0
261018,4.0,14.0,147.0,5.0,4.0,4.0,12/02/2020,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152831.0,82.0,5.0,15  ORTON PARK RD ,4.0,4.0,24,4.0,1967.0,2017.0
261019,,3.0,12.0,,3.0,4.0,11/05/2019,4.0,3.0,3.0,3.0,,5.0,4.0,3.0,3.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154315.0,72.0,5.0,2637  KEELE ST ,3.0,,5,4.0,1958.0,2017.0
261020,,3.0,21.0,,4.0,3.0,02/04/2019,2.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154317.0,65.0,5.0,2641  KEELE ST ,3.0,,5,3.0,1955.0,2017.0
261021,4.0,3.0,19.0,,5.0,4.0,11/02/2020,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,4.0,4.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154323.0,82.0,4.0,101  BROOKHAVEN DR ,4.0,4.0,5,5.0,1965.0,2017.0
261022,4.0,10.0,105.0,3.0,4.0,4.0,11/06/2019,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154331.0,79.0,5.0,1795  JANE ST ,5.0,,5,3.0,1960.0,2017.0
261023,5.0,9.0,92.0,3.0,4.0,4.0,10/19/2020,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154341.0,80.0,5.0,1640  LAWRENCE AVE W,3.0,,5,5.0,1965.0,2017.0
261024,,3.0,26.0,,4.0,3.0,11/05/2020,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155186.0,77.0,5.0,38  LAMBTON AVE ,3.0,,5,4.0,1958.0,2017.0
261025,3.0,3.0,10.0,,3.0,3.0,12/02/2020,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155189.0,64.0,5.0,5 A  JASPER AVE ,3.0,,5,3.0,1954.0,2017.0
261026,4.0,5.0,40.0,4.0,4.0,4.0,11/06/2019,3.0,4.0,4.0,3.0,,4.0,2.0,4.0,4.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155199.0,74.0,5.0,900  JANE ST ,4.0,,5,3.0,1968.0,2017.0
261027,,4.0,18.0,,3.0,3.0,11/04/2020,3.0,4.0,4.0,4.0,,5.0,5.0,3.0,3.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155211.0,75.0,5.0,2690  BLOOR ST W,4.0,3.0,3,4.0,1949.0,2017.0
261028,2.0,3.0,25.0,3.0,3.0,4.0,11/10/2020,4.0,4.0,3.0,4.0,,5.0,3.0,4.0,3.0,3.0,19,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155221.0,74.0,5.0,620  EVANS AVE ,4.0,4.0,3,4.0,1970.0,2017.0
261029,4.0,3.0,63.0,4.0,5.0,5.0,10/29/2019,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,20,5.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155222.0,87.0,5.0,773  THE QUEENSWAY  ,4.0,4.0,3,5.0,1993.0,2017.0
261030,5.0,17.0,267.0,4.0,5.0,5.0,11/19/2019,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,20,3.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152601.0,87.0,5.0,283  PHARMACY AVE ,5.0,4.0,20,4.0,1972.0,2017.0
261031,,3.0,17.0,,3.0,3.0,11/20/2020,4.0,4.0,5.0,5.0,,5.0,3.0,3.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4152608.0,74.0,4.0,650  DAWES RD ,3.0,,20,4.0,1950.0,2017.0
261032,5.0,7.0,61.0,4.0,5.0,4.0,12/02/2020,5.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152612.0,78.0,4.0,552  BIRCHMOUNT RD ,4.0,,20,4.0,1974.0,2017.0
261033,4.0,4.0,38.0,4.0,5.0,4.0,11/28/2019,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,19,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152844.0,89.0,5.0,4070  LAWRENCE AVE E,5.0,4.0,24,5.0,1970.0,2017.0
261034,5.0,14.0,220.0,3.0,4.0,4.0,11/28/2019,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,19,4.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152845.0,83.0,5.0,4010  LAWRENCE AVE E,3.0,,24,4.0,1967.0,2017.0
261035,4.0,5.0,40.0,5.0,5.0,5.0,12/10/2019,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152869.0,91.0,5.0,2249  BIRCHMOUNT RD ,5.0,,22,5.0,1979.0,2017.0
261036,5.0,15.0,196.0,5.0,4.0,4.0,11/27/2019,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152876.0,87.0,5.0,10  CARABOB CRT ,5.0,4.0,22,5.0,1974.0,2017.0
261037,4.0,8.0,155.0,4.0,4.0,4.0,12/02/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,19,4.0,5.0,TCHC,Evaluation needs to be conducted in 3 years,4153760.0,83.0,4.0,384  MOUNT PLEASANT RD ,4.0,,12,5.0,1993.0,2017.0
261038,5.0,21.0,266.0,4.0,4.0,5.0,12/02/2019,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153767.0,92.0,5.0,33  DAVISVILLE AVE ,4.0,5.0,12,4.0,1973.0,2017.0
261039,5.0,24.0,371.0,4.0,4.0,5.0,12/02/2019,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,20,5.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153768.0,89.0,5.0,111  DAVISVILLE AVE ,4.0,5.0,12,4.0,1970.0,2017.0
261040,2.0,4.0,32.0,3.0,4.0,4.0,12/16/2020,2.0,3.0,3.0,3.0,,4.0,5.0,3.0,3.0,3.0,18,,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4154708.0,62.0,4.0,2  ANCONA ST ,3.0,2.0,18,3.0,,2020.0
261041,5.0,4.0,47.0,4.0,5.0,5.0,11/03/2020,5.0,4.0,5.0,3.0,,5.0,4.0,4.0,4.0,5.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154709.0,86.0,5.0,286  FINCH AVE W,4.0,,18,4.0,1961.0,2017.0
261042,3.0,4.0,39.0,5.0,3.0,5.0,11/06/2019,3.0,5.0,5.0,4.0,,5.0,3.0,3.0,5.0,5.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154710.0,80.0,3.0,292  FINCH AVE W,5.0,,18,3.0,1959.0,2017.0
261043,5.0,6.0,92.0,5.0,3.0,5.0,11/06/2019,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154713.0,90.0,5.0,4979  BATHURST ST ,5.0,,18,3.0,1959.0,2017.0
261044,5.0,6.0,96.0,5.0,3.0,5.0,11/06/2019,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154714.0,90.0,5.0,4981  BATHURST ST ,5.0,,18,3.0,1959.0,2017.0
261045,4.0,4.0,54.0,4.0,4.0,4.0,10/28/2019,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154735.0,74.0,4.0,28  UPPER CANADA DR ,4.0,3.0,15,4.0,1959.0,2017.0
261046,4.0,6.0,60.0,5.0,4.0,5.0,11/05/2020,4.0,4.0,4.0,3.0,,5.0,5.0,4.0,3.0,5.0,18,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155223.0,86.0,5.0,810  ROYAL YORK RD ,4.0,4.0,3,4.0,1960.0,2017.0
261047,4.0,6.0,60.0,4.0,4.0,4.0,10/29/2019,2.0,4.0,5.0,5.0,,5.0,4.0,3.0,4.0,3.0,18,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155224.0,76.0,5.0,800  ROYAL YORK RD ,4.0,4.0,3,2.0,1965.0,2017.0
261048,4.0,4.0,25.0,4.0,4.0,4.0,12/03/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155227.0,80.0,5.0,301  PARK LAWN RD ,4.0,4.0,3,4.0,1957.0,2017.0
261049,2.0,4.0,27.0,,3.0,3.0,11/03/2020,3.0,4.0,4.0,3.0,,5.0,2.0,4.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155233.0,67.0,5.0,5  NEWHOLM RD ,2.0,4.0,3,4.0,1955.0,2017.0
261050,5.0,4.0,26.0,,4.0,4.0,11/03/2020,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155237.0,79.0,5.0,8  NEWHOLM RD ,4.0,3.0,3,4.0,1958.0,2017.0
261051,5.0,4.0,30.0,,4.0,3.0,11/02/2020,4.0,4.0,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155240.0,76.0,5.0,187  BERRY RD ,3.0,,3,4.0,1954.0,2017.0
261052,4.0,4.0,23.0,,4.0,4.0,11/02/2020,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,3.0,4.0,17,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155244.0,80.0,5.0,179  BERRY RD ,4.0,4.0,3,4.0,1953.0,2017.0
261053,4.0,4.0,23.0,,5.0,4.0,11/02/2020,3.0,4.0,4.0,5.0,,5.0,4.0,4.0,3.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155245.0,82.0,5.0,177  BERRY RD ,4.0,4.0,3,4.0,1965.0,2017.0
261054,4.0,4.0,24.0,,3.0,3.0,10/30/2019,2.0,3.0,2.0,4.0,,5.0,3.0,3.0,4.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155254.0,66.0,5.0,2  BASKING RIDGE  ,3.0,3.0,3,3.0,1956.0,2017.0
261055,4.0,4.0,30.0,,3.0,3.0,01/05/2018,3.0,4.0,4.0,3.0,,5.0,3.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155255.0,70.0,2.0,1  HILL HEIGHTS RD ,3.0,,3,4.0,1954.0,2017.0
261056,5.0,16.0,135.0,3.0,4.0,3.0,10/19/2020,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,19,,4.0,TCHC,Evaluation needs to be conducted in 2 years,4156195.0,71.0,3.0,415  DRIFTWOOD AVE ,3.0,3.0,7,4.0,1967.0,2017.0
261057,3.0,14.0,123.0,3.0,3.0,4.0,11/07/2019,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,18,,2.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156200.0,70.0,5.0,625  FINCH AVE W,3.0,,6,4.0,1987.0,2017.0
261058,,5.0,126.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 3 years,4152893.0,83.0,,1315  NEILSON RD ,,,25,,1991.0,2017.0
261059,,3.0,12.0,,4.0,4.0,10/30/2019,4.0,5.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,16,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152904.0,84.0,5.0,2407  BLOOR ST W,4.0,,4,5.0,1920.0,2017.0
261060,,15.0,162.0,4.0,4.0,5.0,12/11/2019,4.0,4.0,5.0,5.0,,5.0,4.0,3.0,4.0,4.0,16,,,PRIVATE,Evaluation needs to be conducted in 3 years,4153781.0,86.0,5.0,44  DUNFIELD AVE ,4.0,5.0,12,4.0,1963.0,2017.0
261061,5.0,7.0,48.0,4.0,4.0,5.0,10/30/2019,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153788.0,89.0,5.0,365  EGLINTON AVE E,4.0,5.0,15,4.0,1962.0,2019.0
261062,3.0,12.0,108.0,5.0,3.0,5.0,12/08/2020,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153793.0,86.0,5.0,485  EGLINTON AVE E,5.0,5.0,15,3.0,1965.0,2017.0
261063,5.0,5.0,60.0,4.0,4.0,4.0,10/30/2019,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155265.0,82.0,5.0,9  CROWN HILL PL ,3.0,,3,4.0,1955.0,2017.0
261064,3.0,4.0,34.0,,2.0,3.0,01/08/2019,2.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155267.0,54.0,3.0,10  HILL HEIGHTS RD ,3.0,2.0,3,2.0,1954.0,2017.0
261065,5.0,7.0,58.0,4.0,3.0,4.0,11/17/2020,4.0,4.0,4.0,3.0,,5.0,5.0,3.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155273.0,79.0,5.0,28  RIVERWOOD PKWY ,3.0,4.0,3,4.0,1961.0,
261066,5.0,3.0,52.0,,4.0,5.0,10/30/2019,3.0,4.0,3.0,4.0,,5.0,5.0,4.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155276.0,78.0,5.0,10  RIVERWOOD PKWY ,3.0,,3,3.0,1957.0,2019.0
261067,4.0,4.0,22.0,,4.0,4.0,10/30/2019,3.0,4.0,4.0,3.0,,5.0,2.0,4.0,3.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155281.0,74.0,5.0,168-170  BERRY RD ,3.0,,3,3.0,1956.0,2017.0
261068,3.0,4.0,23.0,,3.0,3.0,10/30/2019,2.0,4.0,4.0,5.0,,5.0,3.0,3.0,3.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155291.0,69.0,5.0,39  RIVERWOOD PKWY ,2.0,,3,3.0,1957.0,2018.0
261069,,3.0,14.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4156236.0,64.0,,1475  KINGSTON RD ,,,20,,1940.0,2017.0
261070,4.0,4.0,10.0,,4.0,3.0,11/25/2019,4.0,1.0,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,17,,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153337.0,69.0,4.0,1060  DAVENPORT RD ,3.0,4.0,12,3.0,1992.0,2017.0
261071,5.0,5.0,44.0,4.0,3.0,5.0,12/08/2020,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,19,,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153812.0,79.0,5.0,420  EGLINTON AVE E,3.0,5.0,15,4.0,1963.0,2017.0
261072,3.0,14.0,211.0,3.0,4.0,4.0,12/10/2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,20,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153826.0,79.0,5.0,100  ROEHAMPTON AVE ,4.0,4.0,12,3.0,1961.0,2017.0
261073,5.0,4.0,40.0,5.0,4.0,5.0,10/29/2019,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153837.0,89.0,5.0,165  ERSKINE AVE ,5.0,4.0,15,4.0,1950.0,2017.0
261074,4.0,23.0,327.0,4.0,4.0,4.0,12/08/2020,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155664.0,79.0,5.0,230  OAK ST ,4.0,,13,4.0,1972.0,2019.0
261075,,4.0,14.0,5.0,5.0,5.0,12/07/2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,18,5.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155665.0,98.0,5.0,1425  BAYVIEW AVE ,5.0,5.0,15,5.0,2006.0,2017.0
261076,5.0,12.0,172.0,4.0,5.0,4.0,10/29/2020,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,20,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155674.0,93.0,5.0,4003  BAYVIEW AVE ,4.0,5.0,17,4.0,1971.0,2017.0
261077,3.0,4.0,44.0,5.0,3.0,3.0,11/07/2019,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,4.0,3.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155684.0,67.0,4.0,34  BROOKWELL DR ,3.0,,6,4.0,1964.0,2017.0
261078,,3.0,14.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4156254.0,65.0,,1445  KINGSTON RD ,,,20,,1940.0,2017.0
261079,5.0,6.0,22.0,4.0,5.0,2.0,11/26/2019,4.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4156268.0,76.0,5.0,49  GILDER DR ,3.0,,21,4.0,1970.0,2017.0
261080,,3.0,29.0,,4.0,3.0,11/25/2019,3.0,4.0,4.0,4.0,,5.0,3.0,3.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153353.0,71.0,5.0,55  HENDRICK AVE ,3.0,4.0,12,3.0,1956.0,2017.0
261081,,7.0,34.0,3.0,4.0,4.0,10/28/2020,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,17,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153357.0,79.0,5.0,49  ST CLAIR AVE W,3.0,4.0,12,5.0,1930.0,2017.0
261082,,6.0,68.0,5.0,4.0,5.0,11/04/2020,4.0,5.0,5.0,3.0,,5.0,3.0,5.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153359.0,79.0,3.0,7  EDMUND AVE ,3.0,4.0,12,3.0,1928.0,2017.0
261083,,4.0,24.0,,4.0,4.0,11/06/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153364.0,79.0,5.0,340  AVENUE RD ,3.0,,12,4.0,1925.0,2017.0
261084,3.0,4.0,18.0,3.0,4.0,4.0,11/13/2020,3.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153369.0,77.0,5.0,221  RUSSELL HILL RD ,4.0,4.0,12,4.0,1959.0,2017.0
261085,5.0,7.0,49.0,3.0,3.0,4.0,11/06/2020,4.0,4.0,4.0,3.0,,5.0,5.0,4.0,5.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153372.0,80.0,4.0,82  WARREN RD ,4.0,3.0,12,4.0,1965.0,2017.0
261086,,3.0,26.0,,4.0,3.0,10/29/2019,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153851.0,73.0,4.0,15  SHERWOOD AVE ,4.0,3.0,15,4.0,1930.0,2017.0
261087,4.0,4.0,32.0,,4.0,4.0,10/30/2019,4.0,5.0,5.0,5.0,,5.0,4.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153855.0,85.0,4.0,100  KEEWATIN AVE ,4.0,4.0,15,4.0,1955.0,2017.0
261088,,3.0,32.0,,3.0,4.0,10/30/2019,4.0,3.0,4.0,4.0,,5.0,5.0,5.0,4.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 3 years,4153862.0,83.0,5.0,2867  YONGE ST ,4.0,,15,5.0,1928.0,2017.0
261089,,5.0,110.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4153867.0,77.0,,3179  YONGE ST ,,,15,,1990.0,2017.0
261090,5.0,17.0,95.0,4.0,5.0,5.0,12/02/2019,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153873.0,92.0,5.0,9  DEER PARK CRES ,5.0,4.0,12,5.0,1965.0,2017.0
261091,5.0,4.0,50.0,5.0,4.0,4.0,11/18/2019,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154380.0,79.0,3.0,27  PAXTONIA BLVD ,4.0,3.0,6,4.0,1953.0,2017.0
261092,4.0,3.0,50.0,4.0,4.0,3.0,11/18/2019,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154381.0,75.0,4.0,31  PAXTONIA BLVD ,4.0,3.0,6,4.0,1964.0,2017.0
261093,4.0,4.0,54.0,3.0,4.0,4.0,10/28/2019,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154737.0,72.0,4.0,29  UPPER CANADA DR ,3.0,3.0,15,3.0,1965.0,2017.0
261094,,3.0,20.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154744.0,63.0,,2818  BAYVIEW AVE ,,,18,,1968.0,2017.0
261095,3.0,28.0,217.0,4.0,3.0,4.0,11/06/2019,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,19,5.0,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154762.0,82.0,5.0,45  GRENOBLE DR ,4.0,,16,5.0,1966.0,2017.0
261096,5.0,17.0,284.0,3.0,4.0,4.0,11/06/2019,4.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,20,4.0,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154768.0,79.0,5.0,10  GRENOBLE DR ,5.0,2.0,16,5.0,1969.0,2017.0
261097,4.0,17.0,284.0,4.0,3.0,2.0,11/05/2020,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,18,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154769.0,70.0,4.0,200  GATEWAY BLVD ,3.0,,16,2.0,1966.0,2017.0
261098,5.0,31.0,416.0,5.0,4.0,5.0,11/04/2020,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,20,5.0,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155307.0,86.0,4.0,25  MABELLE AVE ,5.0,4.0,3,5.0,1974.0,2017.0
261099,,3.0,23.0,,4.0,4.0,10/30/2019,3.0,3.0,4.0,4.0,,5.0,4.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156288.0,77.0,4.0,11  THIRTY THIRD ST ,4.0,,3,4.0,1970.0,2017.0
